keyword,intent,niche,url_count,total_sessions,avg_sessions,total_clicks,avg_ctr,potential,best_url,best_clicks
wedding cake table,food-baking,Food/Recipe,2,166,83,9,5.42,10.96,eraflavor.com/wedding-cake-table/,6
low sodium chicken recipes,food-baking,Food/Recipe,1,299,299,9,3.01,7.84,flavory.work/low-sodium-chicken-recipes/,9
wrought iron bedroom ideas,product-specific,Home Decor,1,151,151,9,5.96,3.55,houzerio.com/wrought-iron-bedroom-ideas/,9
disney bedroom ideas for adults,room-ideas,Home Decor,2,254,127,9,3.54,2.04,minoradesign.com/disney-bedroom-ideas-for-adults/,6
paver patio ideas,room-ideas,Garden/Outdoor,1,135,135,9,6.67,3.57,artevohome.com/paver-patio-ideas/,9
water plants for ponds,general,Garden/Outdoor,1,84,84,9,10.71,5.19,floramood.com/water-plants-for-ponds/,9
repair a stripped screw hole in wood,general,Home Decor,1,131,131,9,6.87,3.98,woodworkwizardry.com/how-to-repair-a-stripped-screw-hole-in-wood/,9
rock fountain ideas,general,Garden/Outdoor,1,129,129,9,6.98,3.7,yardolio.com/rock-fountain-ideas/,9
kitchen ceiling ideas,room-ideas,Kitchen,2,142,71,9,6.34,8.89,ceiloria.com/kitchen-ceiling-ideas/,5
floor bed ideas,product-specific,Home Decor,1,82,82,9,10.98,5.76,floorae.com/floor-bed-ideas/,9
small business food ideas,general,Food/Recipe,1,240,240,9,3.75,9.39,vinainvesting.com/small-business-food-ideas/,9
craft ideas wall hanging,diy-craft,Wedding/Craft,1,114,114,9,7.89,5.93,diyvera.com/craft-ideas-wall-hanging/,9
beer bottle decoration ideas,wedding-event,Wedding/Craft,1,92,92,9,9.78,7.02,diyvera.com/beer-bottle-decoration-ideas/,9
kids bunk bed ideas,product-specific,Home Decor,1,61,61,9,14.75,7.23,kidlura.com/kids-bunk-bed-ideas/,9
kitchen island pendant lighting ideas,room-ideas,Home Decor,1,61,61,9,14.75,7.23,kidlura.com/kitchen-island-pendant-lighting-ideas/,9
dining room cabinet ideas,product-specific,Home Decor,1,116,116,9,7.76,4.39,dinezoa.com/dining-room-cabinet-ideas/,9
dart board wall ideas,general,Home Decor,1,76,76,9,11.84,6.1,nuvinhome.com/dart-board-wall-ideas/,9
sweetened condensed milk dessert recipes,food-baking,Food/Recipe,2,291,146,9,3.09,7.03,dessertcove.com/sweetened-condensed-milk-dessert-recipes/,9
gluten free high tea recipes,food-baking,Food/Recipe,1,364,364,9,2.47,6.65,tealeafcup.com/gluten-free-high-tea-recipes/,9
front porch flooring ideas,general,Garden/Outdoor,1,53,53,9,16.98,7.38,softlyoutdoor.com/front-porch-flooring-ideas/,9
garden memorial ideas,room-ideas,Garden/Outdoor,1,67,67,9,13.43,6.18,moonlightyard.com/garden-memorial-ideas/,9
gift card presentation ideas,general,Wedding/Craft,1,79,79,9,11.39,7.9,lovorae.com/gift-card-presentation-ideas/,9
living room tv wall ideas,room-ideas,Home Decor,1,191,191,9,4.71,2.94,homenory.com/living-room-tv-wall-ideas/,9
wedding table centerpieces,wedding-event,Wedding/Craft,1,180,180,9,5,4.11,marryza.com/wedding-table-centerpieces/,9
coleus planter ideas,product-specific,Garden/Outdoor,1,167,167,9,5.39,3.01,blosmia.com/coleus-planter-ideas/,9
flower cart ideas,general,Garden/Outdoor,1,146,146,9,6.16,3.35,blosmia.com/flower-cart-ideas/,9
bed in front of window,product-specific,Garden/Outdoor,2,541,271,9,1.66,1.01,grassora.com/bed-in-front-of-window/,6
stuffed animal storage,general,Home Decor,1,110,110,9,8.18,4.57,organizaspace.com/stuffed-animal-storage/,9
coffee truck ideas,general,Food/Recipe,1,368,368,9,2.45,6.61,brewnora.com/coffee-truck-ideas/,9
wall texture ideas,general,Home Decor,1,154,154,9,5.84,3.5,artwallia.com/wall-texture-ideas/,9
rugs for grey couch,product-specific,Home Decor,1,121,121,9,7.44,4.24,rugsora.com/rugs-for-grey-couch/,9
garden wall ideas,room-ideas,Garden/Outdoor,1,68,68,9,13.24,6.11,yardzeno.com/garden-wall-ideas/,9
28 birthday cake,food-baking,Food/Recipe,1,459,459,8,1.74,4.87,cozyslice.com/28-birthday-cake/,8
donut birthday cake,food-baking,Food/Recipe,1,54,54,8,14.81,27.09,cozyslice.com/donut-birthday-cake/,8
mini bundt cake recipes,food-baking,Food/Recipe,1,904,904,8,0.88,2.73,lilidessert.com/mini-bundt-cake-recipes/,8
bedroom craft room combo,room-ideas,Home Decor,1,62,62,8,12.9,6.34,lylastudio.com/bedroom-craft-room-combo/,8
elegant party outfit for women,outfit-style,Styling,1,97,97,8,8.25,5.24,stylingfox.com/elegant-party-outfit-for-women/,8
basement apartment ideas,room-ideas,Home Decor,1,60,60,8,13.33,6.5,smallvia.com/basement-apartment-ideas/,8
full sun plants for containers,general,Garden/Outdoor,1,235,235,8,3.4,2.03,floramood.com/full-sun-plants-for-containers/,8
plants for chicken coop,food-recipe,Garden/Outdoor,1,153,153,8,5.23,2.87,floramood.com/plants-for-chicken-coop/,8
plants for tall planters outdoor,general,Garden/Outdoor,1,125,125,8,6.4,3.37,floramood.com/plants-for-tall-planters-outdoor/,8
garden edging stones ideas,room-ideas,Garden/Outdoor,1,156,156,8,5.13,2.83,slowgardenlife.com/garden-edging-stones-ideas/,8
garden edging ideas cheap,room-ideas,Garden/Outdoor,1,81,81,8,9.88,4.75,slowgardenlife.com/garden-edging-ideas-cheap/,8
dry snacks recipes indian healthy,food-baking,Food/Recipe,1,271,271,8,2.95,7.55,punsfordays.com/dry-snacks-recipes-indian-healthy/,8
mazda cx5 modified,general,Home Decor,1,78,78,8,10.26,5.32,drivecruise.com/mazda-cx5-modified/,8
living room column decor ideas,room-ideas,Home Decor,1,73,73,8,10.96,5.6,seasonrae.com/living-room-column-decor-ideas/,8
round wedding table decorations,wedding-event,Wedding/Craft,1,73,73,8,10.96,7.47,marrivon.com/round-wedding-table-decorations/,8
wood tool box ideas,general,Wedding/Craft,1,168,168,8,4.76,3.87,diyvera.com/wood-tool-box-ideas/,8
bird house painting ideas,diy-craft,Wedding/Craft,1,123,123,8,6.5,4.96,diyvera.com/bird-house-painting-ideas/,8
drop ceiling ideas,general,Home Decor,1,254,254,8,3.15,2.07,ceiloria.com/drop-ceiling-ideas/,8
39 birthday ideas for men,general,Tattoo,1,107,107,8,7.48,21.77,gentedge.com/39-birthday-ideas-for-men/,8
wedding guest dress for women over 60,outfit-style,Styling,1,52,52,8,15.38,8.46,femshades.com/wedding-guest-dress-for-women-over-60/,8
wedding reception ideas,wedding-event,Wedding/Craft,1,123,123,8,6.5,4.96,marryza.com/wedding-reception-ideas/,8
wedding shower hostess gift ideas,wedding-event,Wedding/Craft,1,95,95,8,8.42,6.08,marryza.com/wedding-shower-hostess-gift-ideas/,8
bookshelf lighting,general,Home Decor,1,73,73,8,10.96,5.6,lampenza.com/bookshelf-lighting/,8
funny cake designs,food-baking,Food/Recipe,1,188,188,8,4.26,10.19,doughora.com/funny-cake-designs/,8
cantaloupe trellis ideas,general,Garden/Outdoor,1,99,99,8,8.08,4.06,blosmia.com/cantaloupe-trellis-ideas/,8
room decor handmade wall art,diy-craft,Home Decor,1,71,71,8,11.27,5.72,artelierahome.com/room-decor-handmade-wall-art/,8
tea party sweets,wedding-event,Food/Recipe,1,108,108,8,7.41,15.87,brewnora.com/tea-party-sweets/,8
media wall ideas,general,Home Decor,1,146,146,8,5.48,3.25,artwallia.com/media-wall-ideas/,8
farmhouse ceiling,general,Home Decor,1,60,60,8,13.33,6.5,farmsteadra.com/farmhouse-ceiling/,8
living room mirror decor ideas,product-specific,Home Decor,1,128,128,8,6.25,3.61,mirrorahome.com/living-room-mirror-decor-ideas/,8
small garden waterfalls,room-ideas,Garden/Outdoor,1,67,67,8,11.94,5.49,yardzeno.com/small-garden-waterfalls/,8
textured accent walls in living room,room-ideas,Home Decor,1,95,95,7,7.37,3.99,cosaroom.com/textured-accent-walls-in-living-room/,7
bride getting ready outfit ideas,outfit-style,Wedding/Craft,1,76,76,7,9.21,6.33,eloralove.com/bride-getting-ready-outfit-ideas/,7
teen boy bathroom,room-ideas,Home Decor,1,253,253,7,2.77,1.82,ivyrosedecor.com/teen-boy-bathroom/,7
mint green pants outfit for women,outfit-style,Styling,1,123,123,7,5.69,3.8,ivystyling.com/mint-green-pants-outfit-for-women/,7
barbie birthday cake,food-baking,Food/Recipe,1,100,100,7,7,14.75,lunapastry.com/barbie-birthday-cake/,7
sauce for chicken and rice,food-recipe,Food/Recipe,1,298,298,7,2.35,6.11,newtritiousjuicebar.com/sauce-for-chicken-and-rice/,7
minecraft cake ideas,food-baking,Food/Recipe,1,140,140,7,5,11.29,rosabake.com/minecraft-cake-ideas/,7
pokemon cake ideas,food-baking,Food/Recipe,1,65,65,7,10.77,20.59,rosabake.com/pokemon-cake-ideas/,7
bollywood theme party outfit for women,outfit-style,Styling,1,134,134,7,5.22,3.55,stylingfox.com/bollywood-theme-party-outfit-for-women/,7
high blood pressure juice recipes,food-baking,Food/Recipe,1,192,192,7,3.65,8.77,goteamnames.com/high-blood-pressure-juice-recipes/,7
cottage garden patio ideas,room-ideas,Garden/Outdoor,1,448,448,7,1.56,1.04,floramood.com/cottage-garden-patio-ideas/,7
sloped backyard ideas on a budget,room-ideas,Garden/Outdoor,1,96,96,7,7.29,3.64,floramood.com/sloped-backyard-ideas-on-a-budget/,7
business attire for men office wear,outfit-style,Styling,1,120,120,7,5.83,3.88,themaleedit.com/business-attire-for-men-office-wear/,7
miami vice outfit for men,outfit-style,Styling,1,63,63,7,11.11,6.4,themaleedit.com/miami-vice-outfit-for-men/,7
italian easter bread recipes,food-baking,Food/Recipe,1,243,243,7,2.88,7.23,lolpuns.com/italian-easter-bread-recipes/,7
wood stairs less slippery,general,Home Decor,1,71,71,7,9.86,5.01,woodworkwizardry.com/how-to-make-wood-stairs-less-slippery/,7
subtle men tattoos,tattoo,Tattoo,1,594,594,7,1.18,4.69,tattooradar.com/subtle-men-tattoos/,7
large outdoor planter ideas,product-specific,Garden/Outdoor,1,588,588,7,1.19,0.83,yardolio.com/large-outdoor-planter-ideas/,7
dog run ideas backyard,room-ideas,Garden/Outdoor,1,105,105,7,6.67,3.39,yardolio.com/dog-run-ideas-backyard/,7
fibroid tea recipe,food-baking,Food/Recipe,1,83,83,7,8.43,17.05,roaffee.com/fibroid-tea-recipe/,7
fireplace tv wall,general,Home Decor,2,260,130,7,2.69,1.56,firesidea.com/fireplace-tv-wall/,7
fireplace hearth decor,wedding-event,Home Decor,1,74,74,7,9.46,4.85,firesidea.com/fireplace-hearth-decor/,7
kitchen window treatments,room-ideas,Kitchen,1,57,57,7,12.28,16.34,cozykitchenia.com/kitchen-window-treatments/,7
tile floor ideas,general,Home Decor,1,391,391,7,1.79,1.27,floorae.com/tile-floor-ideas/,7
knitting journal ideas,diy-craft,Wedding/Craft,1,83,83,7,8.43,5.91,diyvera.com/knitting-journal-ideas/,7
bathroom cabinets ideas,room-ideas,Home Decor,1,67,67,7,10.45,5.23,kidlura.com/bathroom-cabinets-ideas/,7
rustic bathroom ideas,room-ideas,Home Decor,1,96,96,7,7.29,3.96,nuvinhome.com/rustic-bathroom-ideas/,7
beet powder smoothie recipes,food-baking,Food/Recipe,1,150,150,7,4.67,10.69,blendvera.com/beet-powder-smoothie-recipes/,7
hidden camera bathroom ideas,room-ideas,Home Decor,1,58,58,7,12.07,5.84,glowhomey.com/hidden-camera-bathroom-ideas/,7
best morning tea,general,Food/Recipe,1,57,57,7,12.28,22.76,steepbean.com/best-morning-tea/,7
backyard bbq graduation party ideas,room-ideas,Food/Recipe,1,94,94,7,7.45,15.48,grillerhood.com/backyard-bbq-graduation-party-ideas/,7
best bbq sauce for ribs,food-recipe,Food/Recipe,1,51,51,7,13.73,24.76,grillerhood.com/best-bbq-sauce-for-ribs/,7
garden fence ideas diy,room-ideas,Garden/Outdoor,1,60,60,7,11.67,5.23,moonlightyard.com/garden-fence-ideas-diy/,7
long glass vase decor ideas,product-specific,Home Decor,1,168,168,7,4.17,2.54,glassoraa.com/long-glass-vase-decor-ideas/,7
tv stands ideas for living room,room-ideas,Home Decor,1,139,139,7,5.04,2.96,homezae.com/tv-stands-ideas-for-living-room/,7
blue and green living room,room-ideas,Home Decor,1,88,88,7,7.95,4.24,homezae.com/blue-and-green-living-room/,7
led strip lighting ideas,general,Home Decor,1,92,92,7,7.61,4.09,lampenza.com/led-strip-lighting-ideas/,7
kitchen sink lighting,room-ideas,Home Decor,1,73,73,7,9.59,4.9,lampenza.com/kitchen-sink-lighting/,7
bohemian massage room ideas,general,Kitchen,1,107,107,7,6.54,10.04,bohozora.com/bohemian-massage-room-ideas/,7
front porch flower pots,general,Garden/Outdoor,1,171,171,7,4.09,2.29,blosmia.com/front-porch-flower-pots/,7
flower wall ideas 2,general,Garden/Outdoor,1,168,168,7,4.17,2.33,blosmia.com/flower-wall-ideas-2/,7
handmade crochet house decor,diy-craft,Home Decor,1,333,333,7,2.1,1.45,artelierahome.com/handmade-crochet-house-decor/,7
cognac leather couch living room decor,product-specific,Home Decor,1,161,161,7,4.35,2.63,betonry.com/cognac-leather-couch-living-room-decor/,7
window decor ideas,wedding-event,Home Decor,1,50,50,7,14,6.53,curtainza.com/window-decor-ideas/,7
belt storage,general,Home Decor,1,69,69,7,10.14,5.11,organizaspace.com/belt-storage/,7
wall design,tattoo,Home Decor,1,281,281,7,2.49,1.67,artwallia.com/wall-design/,7
farmhouse porch railing,general,Home Decor,1,108,108,7,6.48,3.61,farmsteadra.com/farmhouse-porch-railing/,7
cozy home bar with wooden decor,wedding-event,Home Decor,1,111,111,7,6.31,3.53,terrapurely.com/cozy-home-bar-with-wooden-decor/,7
metal garden decor ideas,room-ideas,Home Decor,1,67,67,7,10.45,5.23,metacraftera.com/metal-garden-decor-ideas/,7
rustic vintage decor,wedding-event,Home Decor,1,95,95,7,7.37,3.99,retrofyra.com/rustic-vintage-decor/,7
vintage boys room,general,Home Decor,1,61,61,7,11.48,5.62,retrofyra.com/vintage-boys-room/,7
paw patrol cake ideas,food-baking,Food/Recipe,1,75,75,6,8,15.81,cozyslice.com/paw-patrol-cake-ideas/,6
ceremony unity ideas,wedding-event,Wedding/Craft,1,105,105,6,5.71,4.22,eloralove.com/ceremony-unity-ideas/,6
bedroom closet doors modern,room-ideas,Home Decor,1,59,59,6,10.17,4.94,houzerio.com/bedroom-closet-doors-modern/,6
mauve bathroom ideas,room-ideas,Home Decor,1,83,83,6,7.23,3.8,ivyrosedecor.com/mauve-bathroom-ideas/,6
simple birthday cake for boys,food-baking,Food/Recipe,1,88,88,6,6.82,13.97,lunapastry.com/simple-birthday-cake-for-boys/,6
tropical living room,room-ideas,Home Decor,1,80,80,6,7.5,3.91,lunarosedecor.com/tropical-living-room/,6
bedroom curtain ideas with blinds,product-specific,Home Decor,1,70,70,6,8.57,4.34,lyladecor.com/bedroom-curtain-ideas-with-blinds/,6
room divider ideas bedroom,room-ideas,Home Decor,1,63,63,6,9.52,4.7,lyladecor.com/room-divider-ideas-bedroom/,6
bedroom ideas with grey bed,product-specific,Home Decor,2,170,85,6,3.53,1.87,sleeprism.com/bedroom-ideas-with-grey-bed/,5
sauce for chicken wings,food-recipe,Food/Recipe,1,403,403,6,1.49,4.08,mealwish.work/sauce-for-chicken-wings/,6
king size bed in small bedroom ideas,product-specific,Home Decor,1,323,323,6,1.86,1.28,minoradesign.com/king-size-bed-in-small-bedroom-ideas/,6
slat wall ideas living room,room-ideas,Home Decor,1,66,66,6,9.09,4.54,roomblr.com/slat-wall-ideas-living-room/,6
winnie the pooh cake ideas,food-baking,Food/Recipe,1,108,108,6,5.56,11.91,rosabake.com/winnie-the-pooh-cake-ideas/,6
star wars birthday cake,food-baking,Food/Recipe,1,102,102,6,5.88,12.44,rosabake.com/star-wars-birthday-cake/,6
short hair inspo,hair-beauty,Styling,1,223,223,6,2.69,2.02,stylingfox.com/short-hair-inspo/,6
navy blue dress outfit wedding,outfit-style,Styling,1,107,107,6,5.61,3.64,stylingfox.com/navy-blue-dress-outfit-wedding/,6
prediabetic dinner recipes,food-baking,Food/Recipe,1,196,196,6,3.06,7.38,goteamnames.com/prediabetic-dinner-recipes/,6
liver detox juice recipes,food-baking,Food/Recipe,1,67,67,6,8.96,17.26,goteamnames.com/liver-detox-juice-recipes/,6
free knitting patterns for women sweater,diy-craft,Styling,1,66,66,6,9.09,5.3,hervoguelife.com/free-knitting-patterns-for-women-sweater/,6
plants and gardening preschool theme,general,Garden/Outdoor,1,116,116,6,5.17,2.68,floramood.com/plants-and-gardening-preschool-theme/,6
blueberry plants in pots,general,Garden/Outdoor,1,74,74,6,8.11,3.82,floramood.com/blueberry-plants-in-pots/,6
spring wedding guest outfit men,outfit-style,Styling,1,66,66,6,9.09,5.3,themaleedit.com/spring-wedding-guest-outfit-men/,6
garden art ideas from junk,room-ideas,Garden/Outdoor,1,242,242,6,2.48,1.48,slowgardenlife.com/garden-art-ideas-from-junk/,6
ideas for small vegetable garden,room-ideas,Garden/Outdoor,1,90,90,6,6.67,3.28,slowgardenlife.com/ideas-for-small-vegetable-garden/,6
gluten free dairy free recipes high protein,food-baking,Food/Recipe,1,422,422,6,1.42,3.92,primejokes.com/gluten-free-dairy-free-recipes-high-protein/,6
toyota tacoma mods,general,Home Decor,1,77,77,6,7.79,4.03,drivecruise.com/toyota-tacoma-mods/,6
cat urine smell out of wood floors,general,Home Decor,1,124,124,6,4.84,2.77,woodworkwizardry.com/how-to-get-cat-urine-smell-out-of-wood-floors/,6
outdoor privacy ideas inexpensive,general,Garden/Outdoor,1,59,59,6,10.17,4.54,yardolio.com/outdoor-privacy-ideas-inexpensive/,6
bridal shower gift ideas,wedding-event,Wedding/Craft,3,310,103,6,1.94,1.43,chicceremony.com/bridal-shower-gift-ideas/,3
paver patio ideas on a budget,room-ideas,Garden/Outdoor,1,198,198,6,3.03,1.75,patizvo.com/paver-patio-ideas-on-a-budget/,6
patio ceiling ideas,room-ideas,Garden/Outdoor,1,104,104,6,5.77,2.93,patizvo.com/patio-ceiling-ideas/,6
mexican patio ideas,room-ideas,Garden/Outdoor,1,75,75,6,8,3.78,patizvo.com/mexican-patio-ideas/,6
kitchen floor tile design,room-ideas,Home Decor,1,166,166,6,3.61,2.19,floorae.com/kitchen-floor-tile-design/,6
porch floor ideas,general,Home Decor,1,153,153,6,3.92,2.34,floorae.com/porch-floor-ideas/,6
bedroom floor tiles,room-ideas,Home Decor,1,125,125,6,4.8,2.76,floorae.com/bedroom-floor-tiles/,6
dessert cups recipes,food-baking,Food/Recipe,1,230,230,6,2.61,6.48,firesmokers.com/dessert-cups-recipes/,6
long narrow balcony ideas,room-ideas,Home Decor,1,106,106,6,5.66,3.14,balcivo.com/long-narrow-balcony-ideas/,6
narrow balcony ideas,room-ideas,Home Decor,1,90,90,6,6.67,3.57,balcivo.com/narrow-balcony-ideas/,6
backyard entrance ideas,room-ideas,Garden/Outdoor,1,65,65,6,9.23,4.22,lawnoria.com/backyard-entrance-ideas/,6
envelopes decoration ideas,wedding-event,Wedding/Craft,1,136,136,6,4.41,3.43,diyvera.com/envelopes-decoration-ideas/,6
robot valentine box ideas,general,Wedding/Craft,1,85,85,6,7.06,4.98,diyvera.com/robot-valentine-box-ideas/,6
paper decoration ideas,wedding-event,Wedding/Craft,1,76,76,6,7.89,5.43,diyvera.com/paper-decoration-ideas/,6
kids bathroom ideas shared boy and girl,room-ideas,Home Decor,1,124,124,6,4.84,2.77,kidlura.com/kids-bathroom-ideas-shared-boy-and-girl/,6
ceiling beam ideas,general,Home Decor,1,146,146,6,4.11,2.43,ceiloria.com/ceiling-beam-ideas/,6
wooden false ceiling design,tattoo,Home Decor,1,132,132,6,4.55,2.64,ceiloria.com/wooden-false-ceiling-design/,6
healthy snack mix recipes,food-baking,Food/Recipe,1,130,130,6,4.62,10.28,snackomi.com/healthy-snack-mix-recipes/,6
best teas for a sore throat,general,Food/Recipe,1,187,187,6,3.21,7.67,steepbean.com/best-teas-for-a-sore-throat/,6
round glass dining table decor ideas,room-ideas,Home Decor,1,51,51,6,11.76,5.52,glassoraa.com/round-glass-dining-table-decor-ideas/,6
scandinavian wardrobe,general,Home Decor,1,63,63,6,9.52,4.7,hyggenza.com/scandinavian-wardrobe/,6
living room with tv,room-ideas,Home Decor,1,119,119,6,5.04,2.86,homenory.com/living-room-with-tv/,6
